0;1;2;3;4;5;6;7;8;9;10
Reitoria;Resolução;183;2016;04/11/2016;Autorizar a oferta do Curso Técnico em Administração do Campus Venda Nova do Imigrante, eixo tecnológico Gestão e Negócios, integrado ao Ensino Médi;https://www.ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_183_2016_-Autorizar_a_oferta_do_Curso_T%C3%A9cnico_em_Administra%C3%A7%C3%A3o_do_Campus_Venda_Nova_do_Imigrante.pdf;III – Ensino Médio, Técnico e de Graduação;REVOGADO;PROEN;
Reitoria;Resolução;184;2016;04/11/2016;Autorizar a oferta do Curso Técnico em Agroindústria do Campus Venda Nova do Imigrante, eixo tecnológico Produção Alimentícia, integrado ao Ensino Médio;https://www.ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_184_2016_-Autorizar_a_oferta_do_Curso_T%C3%A9cnico_em_Agroind%C3%BAstria_do_Campus_Venda_Nova_do_Imigrante.pdf;III – Ensino Médio, Técnico e de Graduação;REVOGADO;PROEN;
Reitoria;Resolução;185;2016;04/11/2016;Homologar a extinção do Curso Técnico em Manutenção e Suporte em Informática, concomitante ao Ensino Médio, campus de Alegre, Polo Mimoso do Sul.;https://www.ifes.edu.br/images/stories/files/Institucional/conselho_superior/2016/Resolu%C3%A7%C3%B5es_2016/Res_CS_185_2016_-_Aprova_Extin%C3%A7%C3%A3o_do_Curso_Tecnico_em_Manuten%C3%A7%C3%A3o_e_Suporte_de_Inform%C3%A1tica_Concomitante__polo_Mimoso_do_Sul.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;186;2016;04/11/2016;Homologar a extinção do Curso Técnico em Automação Industrial – Integrado Proeja – campus Serra;https://www.ifes.edu.br/images/stories/files/Institucional/conselho_superior/2016/Resolu%C3%A7%C3%B5es_2016/Res_CS_186_2016_-_Aprova_Extin%C3%A7%C3%A3o_do_Curso_Tecnico_em_Automa%C3%A7%C3%A3o_Industrial_Proeja_campus_Serra.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;187;2016;04/11/2016;Dispõe sobre as normas para Certificação no Nível de Conclusão do Ensino Médio e expedição de Declaração parcial de Proficiência com utilização dos resultados de desempenho obtidos no Exame Nacional do Ensino Médio – ENEM 2016;https://www.ifes.edu.br/images/stories/files/Institucional/conselho_superior/2016/Resolu%C3%A7%C3%B5es_2016/Res_CS_187_2016_-_Normas_Certifica%C3%A7%C3%A3o_Enem_2016.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;193;2016;09/12/2016;Autoriza a oferta do Curso Técnico de Biotecnologia do campus Vila Velha.;https://www.ifes.edu.br/images/stories/files/Institucional/conselho_superior/2016/Resolu%C3%A7%C3%B5es_2016/Res_CS_193_2016_-_Autoriza_oferta_do_CT_Biotecnologia_integrado_do_campus_Vila_Velha.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;194;2016;09/12/2016;Homologar a extinção do Curso Técnico em Administração subsequente ao ensino médio do campus Venda Nova do Imigrante;https://www.ifes.edu.br/images/stories/files/Institucional/conselho_superior/2016/Resolu%C3%A7%C3%B5es_2016/Res_CS_194_2016_-_Aprova_Extin%C3%A7%C3%A3o_do_Curso_Tecnico_em_Administra%C3%A7%C3%A3o_Subsequente_do_campus_Venda_Nova_do_Imigrante.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;195;2016;09/12/2016;Alterar a oferta do Curso Superior de Tecnologia em Logística do Campus Viana de 2017/1 para 2017/2, apenas no ano de 2017.;https://www.ifes.edu.br/images/stories/files/Institucional/conselho_superior/2016/Resolu%C3%A7%C3%B5es_2016/Res_CS_195_2016_-_Altera_in%C3%ADcio_do_Curso_Superior_em_Tecnologia_do_campus_Viana_para_2017_2.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;196;2016;09/12/2016;Autorizar a oferta do Curso Técnico em Automação Industrial do Campus Linhares,;https://www.ifes.edu.br/images/stories/files/Institucional/conselho_superior/2016/Resolu%C3%A7%C3%B5es_2016/Res_CS_196_2016_-_Autoria_oferta_do_Curso_T%C3%A9cnico_em_Automa%C3%A7%C3%A3o_Industrial_do_Campus_Linhares_-_revoga_resolu%C3%A7%C3%A3o_06_2012.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;197;2016;09/12/2016;Autorizar a oferta do Curso Técnico em Administração do Campus Linhares,;https://www.ifes.edu.br/images/stories/files/Institucional/conselho_superior/2016/Resolu%C3%A7%C3%B5es_2016/Res_CS_197_2016_-_Autoriza_Curso_T%C3%A9cnico_em_Administra%C3%A7%C3%A3o_do_Campus_Linhares_-_revoga_resolu%C3%A7%C3%A3o_33_2011.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;198;2016;09/12/2016;Autorizar a oferta do Curso Técnico em Automação Industrial do Campus Serra;https://www.ifes.edu.br/images/stories/files/Institucional/conselho_superior/2016/Resolu%C3%A7%C3%B5es_2016/Res_CS_198_2016_-_Autorizar_a_oferta_do_Curso_T%C3%A9cnico_em_Automa%C3%A7%C3%A3o_Industrial_do_Campus_Serra_-_revoga_resolu%C3%A7%C3%A3o_45_2013.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;199;2016;09/12/2016;Autorizar a oferta do Curso Técnico em Informática do Campus Serra concomitante ao Ensino Médio;https://www.ifes.edu.br/images/stories/files/Institucional/conselho_superior/2016/Resolu%C3%A7%C3%B5es_2016/Res_CS_199_2016_-Autorizar_a_oferta_do_Curso_T%C3%A9cnico_em_Inform%C3%A1tica_do_Campus_Serra_-_revoga_resolu%C3%A7%C3%A3o_CD_11_2002.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;200;2016;09/12/2016;Autorizar a oferta do Curso Superior de Licenciatura em Letras-Português, na modalidade a distância, no campus Vitória;https://www.ifes.edu.br/images/stories/files/Institucional/conselho_superior/2016/Resolu%C3%A7%C3%B5es_2016/Res_CS_200_2016_-Autorizar_a_oferta_do_Curso_Licenciatura_em_Letras_EAD_-_campus_Vit%C3%B3ria.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;201;2016;09/12/2016;Autorizar a oferta do Curso Superior em Complementação Pedagógica, na modalidade a distância, no campus Piúma;https://www.ifes.edu.br/images/stories/files/Institucional/conselho_superior/2016/Resolu%C3%A7%C3%B5es_2016/Res_CS_201_2016_-Autorizar_a_oferta_do_Curso_Complementa%C3%A7%C3%A3o_Pedag%C3%B3gica_do_campus_Pi%C3%BAma.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;9;2017;27/03/2017;Autoriza oferta do curso de Engenharia Ambiental do campus Ibatiba.;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2017/Res_CS_9_2017_-_Autorizar_a_oferta_do_curso_de_Engenharia_Ambiental_do_campus_Ibatiba.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;12;2017;27/03/2017;Homologa a extinção do curso técnico em informática integrado ao Proeja do campus Serra.;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2017/Res_CS_12_2017_-_Homologa_a_Extin%C3%A7%C3%A3o_do_CT_de_inform%C3%A1tica_integrado_ao_Proeja_do_campus_Serra.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;25;2017;07/08/2017;Autorizar a oferta do Curso Técnico em Informática para Internet do campus Montanha,;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2017/Res_CS_25_2017_-Autorizar_a_oferta_do_CT_Inform%C3%A1tica_para_Internet_-_Montanha.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;26;2017;07/08/2017;Autorizar a oferta do Curso Técnico em Administração do campus Montanha;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2017/Res_CS_26_2017_-Autorizar_a_oferta_do_CT_Administra%C3%A7%C3%A3o_-_Montanha.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;27;2017;07/08/2017;Autorizar a oferta do Curso Técnico em Manutenção e Suporte em Informática do campus Colatina;https://ifes.edu.br/images/stories/Resolu%C3%A7%C3%A3o_CS_27_2017_-_Autoriza_CT_Manuten%C3%A7%C3%A3o_e_Suporte_em_Inform%C3%A1tica_concomitante_do_Campus_Colatina.pdf;III – Ensino Médio, Técnico e de Graduação;REVOGADO;PROEN;
Reitoria;Resolução;28;2017;07/08/2017;Autorizar a oferta do Curso Técnico em Informática para Internet do campus Ibatiba;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2017/Res_CS_28_2017_-Autorizar_a_oferta_do_CT_em_Inform%C3%A1tica_-_Ibatiba.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;29;2017;07/08/2017;Estabelece o núcleo comum dos Cursos de Engenharia do Ifes, revoga a Resolução CS 49/2011 e dá outras providências.;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2017/Res_CS_29_2017_-_Estabelece_o_n%C3%BAcleo_comum_dos_Cursos_de_Engenharia_do_Ifes.pdf;III – Ensino Médio, Técnico e de Graduação;REVOGADO;PROEN;
Reitoria;Resolução;34;2017;09/10/2017;Diretrizes Operacionais para Atendimento a Alunos com Necessidades Específicas no Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2017/Res_CS_34_2017_-_Institui_diretrizes_operacionais_para_atendimento_alunos_necessidades_especiais.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;36;2017;09/10/2017;Autorizar a oferta do Curso Técnico em Logística do Campus Cariacica;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2017/Res_CS_36_2017_-_Autorizar_a_oferta_do_Curso_T%C3%A9cnico_em_Log%C3%ADstica_do_Campus_Cariacica.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;38;2017;09/10/2017;Autorizar a oferta do Curso Técnico em Agropecuária do Campus de Alegre;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2017/Res_CS_38_2017_-_Autorizar_a_oferta_do_Curso_T%C3%A9cnico_em_Agropecu%C3%A1ria_do_Campus_de_Alegre.pdf;III – Ensino Médio, Técnico e de Graduação;REVOGADO;PROEN;
Reitoria;Resolução;39;2017;09/10/2017;Autorizar a oferta do Curso Técnico em Edificações do Campus Colatina;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2017/Res_CS_39_2017_-_Autorizar_a_oferta_do_Curso_T%C3%A9cnico_em_Edifica%C3%A7%C3%B5es_do_Campus_Colatina.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;40;2017;09/10/2017;Autorizar a oferta do Curso Técnico em Administração do campus Colatina;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2017/Res_CS_40_2017_-_Autorizar_a_oferta_do_Curso_T%C3%A9cnico_em_Administra%C3%A7%C3%A3o_do_campus_Colatina.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;41;2017;09/10/2017;Autorizar a oferta do Curso Técnico em Informática para Internet do campus Colatina;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2017/Res_CS_41_2017_-_Autorizar_a_oferta_do_Curso_T%C3%A9cnico_em_Inform%C3%A1tica_para_Internet_do_campus_Colatina.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;42;2017;09/10/2017;Autorizar a oferta do Curso de Qualificação Profissional em Eletricista Instalador Predial de Baixa Tensão do campus Serra;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2017/Res_CS_42_2017_-_Autoriza_oferta_Curso_Qualifica%C3%A7%C3%A3o_Eletricista_Predial_-_campus_Serra_-_Compilado.pdf;III – Ensino Médio, Técnico e de Graduação;REVOGADO;PROEN;
Reitoria;Resolução;43;2017;09/10/2017;Autorizar a oferta do Curso Técnico em Meio Ambiente do campus Colatina;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2017/Res_CS_43_2017_-_Autoriza_CT_Meio_Ambiente_-_campus_Colatina.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;49;2017;19/12/2017;Autorizar a oferta do Curso de Graduação em Geologia do campus Nova Venecia;https://ifes.edu.br/images/stories/files/resolucao_49_concselho_superior.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;50;2017;19/12/2017;Autorizar a oferta do curso superior de licenciatura em informatica do campus Cachoeiro do Itapemirim;https://ifes.edu.br/images/stories/files/resolucao_50_concselho_superior.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;3;2018;06/04/2018;Autoriza a oferta do Curso de Graduação em Administração do campus Barra de São Francisco;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_3_2018_-_Autoriza_a_oferta_do_Curso_de_Adm_do_campus_B_S%C3%A3o_Francisco.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;12;2018;13/07/2018;Autoriza a oferta do Curso Superior de Tecnologia em Gestão Ambiental do campus Montanha;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_12_2018_-_Autoriza_a_oferta_do_CS_de_Tecnologia_em_Gest%C3%A3o_Ambiental__-_campus_Montanha.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;13;2018;13/07/2018;Autoriza a oferta do Curso Técnico em Agricultura integrado ao ensino médio do campus Centro Serrano;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_13_2018_-_Autoriza_a_oferta_do_CT_em_Agricultura_integrado_ao_ensino_m%C3%A9dio_-_campus_Centro_Serrano.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;14;2018;13/07/2018;Autorizar a oferta do Curso Técnico em Administração do campus Centro-Serrano, eixo tecnológico Gestão e Negócios, integrado ao Ensino Médio;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_14_2018_-_Autoriza_oferta_CT_em_Administra%C3%A7%C3%A3o_integrado_ao_ensino_m%C3%A9dio_-_campus_Centro_Serrano.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;15;2018;13/07/2018;Autoriza a oferta do Curso Técnico em Multimeios Didáticos subsequente ao ensino médio do campus Cefor;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_15_2018_-_Autoriza_a_oferta_do_CT_em_Multimeios_Did%C3%A1ticos_subsequente_ao_ensino_m%C3%A9dio_-_Cefor.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;16;2018;13/07/2018;Autoriza Curso Técnico em Informática para Internet do Campus Serra integrado ao Ensino Médio.;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_16_2018_-_Autoriza_CT_em_Inform%C3%A1tica_para_Internet_do_campus_Serra.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;17;2018;13/07/2018;Autoriza oferta do Curso Técnico em Mecatrônica do campus Serra.;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_17_2018_-_Autoriza_CT_Mecatr%C3%B4nica_-_campus_Serra.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;18;2018;13/07/2018;Homologa a extinção do Curso Técnico em Agroindústria do Campus Venda Nova do Imigrante;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_18_2018_-Homologar_a_Extin%C3%A7%C3%A3o_do_CT_em_Agroind%C3%BAstria_subsequente_ao_Ensino_M%C3%A9dio_-_campus_Venda_Nova_do_Imigrante.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;19;2018;13/07/2018;Altera a Resolução nº 55/2017 de 19/12/2017 que institui os procedimentos de identificação, acompanhamento e certificação de alunos com Necessidades Específicas;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_19_2018_-_Altera_Resolu%C3%A7%C3%A3o_55_2017_-_Institui_procedimentos_de_identifica%C3%A7%C3%A3o_acompanhamento_e_certifica%C3%A7%C3%A3o_de_alunos_com_Necessidades_Espec%C3%ADficas.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;30;2018;23/11/2018;Aprova a Regimento Interno do Fórum dos Laboratoristas do Ifes.;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_30_2018_-_Aprova_Regimento_Interno_do_F%C3%B3rum_de_Laboratoristas.pdf;IV – Pesquisa e Pós-Graduação;VIGENTE;PRPPG;Corresponde ao Eixo IV – Pesquisa e Pós-Graduação
Reitoria;Resolução;32;2018;23/11/2018;Alterar a Resolução CS nº 141/2016 que autoriza a oferta do Curso Técnico em Química do Campus Vila Velha;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_32_2018_-Alterar_a_Res_CS_141_2016_autoriza_a_oferta_do_Curso_T%C3%A9cnico_em_Qu%C3%ADmica_do_Campus_Vila_Velha_concomitante_ao_Ensino_M%C3%A9dio.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;33;2018;23/11/2018;Autorizar a oferta do Curso Superior de Bacharelado em Zootecnia do Campus Itapina.;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_33_2018_-_Autorizar_a_oferta_do_Curso_Superior_em_Zootecnia_do_Campus_Itapina.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;34;2018;23/11/2018;Autorizar a oferta do Curso Superior de Bacharelado em Administração do Campus Centro Serrano.;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_34_2018_-_Autorizar_a_oferta_do_Curso_Superior_em_Administra%C3%A7%C3%A3o_campus_Centro_Serrano.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;35;2018;23/11/2018;Autorizar a oferta do Curso Técnico em Química do Campus Vila Velha, eixo tecnológico Produção Industrial, integrado ao Ensino Médio;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_35_2018_-Autorizar_a_oferta_do_Curso_T%C3%A9cnico_em_Qu%C3%ADmica_do_Campus_Vila_Velha_integrado_ao_Ensino_M%C3%A9dio.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;36;2018;23/11/2018;Autorizar a oferta do Curso Superior de Bacharelado em Engenharia Civil do campus Nova Venécia.;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_36_2018_-_Autorizar_a_oferta_do_Curso_Superior_em_Engenharia_Civil_do_Campus_Nova_Ven%C3%A9cia.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;37;2018;23/11/2018;Autorizar a oferta do Curso Superior de Bacharelado em Biomedicina do Campus Vila Velha.;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_37_2018_-_Autorizar_a_oferta_do_Curso_de_Gradua%C3%A7%C3%A3o_em_Biomedicina_do_Campus_Vila_Velha.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;38;2018;23/11/2018;Autorizar a oferta do Curso Superior de Licenciatura em Pedagogia do Campus Vila Velha.;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_38_2018_-_Autorizar_a_oferta_do_Curso_de_Licenciatura_Pegadagogia_do_Campus_Vila_Velha.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;39;2018;23/11/2018;Autorizar a oferta do Curso Superior de Bacharelado em Engenharia Elétrica do Campus São Mateus.;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_39_2018_-_Autorizar_a_oferta_do_Curso_Superior_em_Engenharia_Eletrica_do_Campus_S%C3%A3o_Mateus.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;40;2018;23/11/2018;Autorizar a oferta do Curso Técnico em Mecânica do Campus Guarapari, concomitante ao Ensino Médio.;https://ifes.edu.br/images/stories/Resolu%C3%A7%C3%A3o_CS_40_2018_-_Autoriza_CT_Mecanica_campus_Guarapari.pdf;III – Ensino Médio, Técnico e de Graduação;REVOGADO;PROEN;
Reitoria;Resolução;41;2018;23/11/2018;Autorizar a oferta do curso de Mestrado Profissional em Computação Aplicada do Campus Serra.;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_41_2018_-Autorizar_a_oferta_do_Mestrado_Profissional_em_Computa%C3%A7%C3%A3o_Aplicada_Campus_Serra.pdf;IV – Pesquisa e Pós-Graduação;VIGENTE;PRPPG;Corresponde ao Eixo IV – Pesquisa e Pós-Graduação
Reitoria;Resolução;42;2018;23/11/2018;Homologa a extinção do Curso de Qualificação Profissional em Cadista para a Construção Civil do Campus Vitóri;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_42_2018_-Extin%C3%A7%C3%A3o_do_Curso_de_Qualifica%C3%A7%C3%A3o_Profissional_em_Cadista_Campus_Vit%C3%B3ria.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;52;2018;17/12/2018;Homologa a extinção do Curso Técnico em Administração Subsequente ao ensino médio do campus Centro Serrano.;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_52_2018_-Extinguir_o_CT_de_Administra%C3%A7%C3%A3o_Subsequente_-_campus_Centro_Serrano.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;53;2018;17/12/2018;Autoriza a oferta do Curso Técnico em Hospedagem integrado ao Ensino Médio na modalidade Educação de Jovens e Adultos – EJA – campus Vitória.;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_53_2018_-_Autoriza_oferta_do_CT_Hospedagem_integrado_EJA_-_campus_Vit%C3%B3ria.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;54;2018;17/12/2018;Altera a Resolução CS nº 126/2016 que autoriza a oferta do Curso Técnico em Aquicultura do Campus Piúma;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_54_2018_-_Altera_Resolu%C3%A7%C3%A3o_CS_126_2016_-_CT_Aquicultura_campus_Piuma.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;55;2018;17/12/2018;Altera a Resolução CS nº 127/2016 que autoriza a oferta do Curso Técnico em Pesca do Campus Piúma;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_55_2018_-_Altera_Resolu%C3%A7%C3%A3o_CS_127_2016_-_CT_Pesca_campus_Piuma.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;56;2018;17/12/2018;Altera a Resolução CS nº 8/2010 que autoriza a oferta do Curso de Licenciatura em Ciências Biológicas do campus Alegre.;https://ifes.edu.br/images/stories/-publicacoes/conselhos-comissoes/conselho-superior/2018/Res_CS_56_2018_-_Altera_Resolu%C3%A7%C3%A3o_CS_8_2010_-_Licenciatura_em_Ci%C3%AAncias_Biol%C3%B3gicas__campus_Alegre.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;1;2019;11/03/2019;Estabelece procedimentos para abertura, implantação, acompanhamento e revisão de Projeto Pedagógico de Curso de Graduação do Ifes;https://ifes.edu.br/images/stories/Res_CS_1_2019_-Estabelece_procedimentos_para_abertura_implanta%C3%A7%C3%A3o_acompanhamento_e_revis%C3%A3o_de_Projeto_Pedag%C3%B3gico_de_Curso_de_Gradua%C3%A7%C3%A3o_do_Ifes.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;11;2019;31/05/2019;Autorizar a oferta do Curso Superior em Engenharia Civil do campus Vitória.;https://ifes.edu.br/images/stories/Res_CS_11_2019_-_Autorizar_a_oferta_do_Curso_Superior_em_Engenharia_Civil_campus_Vit%C3%B3ria.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;14;2019;31/05/2019;Altera a Resolução CS nº 2/2011.;https://ifes.edu.br/images/stories/Res_CS_14_2019_-_Altera_Resolu%C3%A7%C3%A3o_CS_8_2010_-_Curso_Superior_de_Tecnologia_em_Analise_e_Desen_Sistemas_-_campus_Alegre.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;15;2019;31/05/2019;Altera a Resolução CS nº 43/2012.;https://ifes.edu.br/images/stories/Res_CS_15_2019_-_Altera_Resolu%C3%A7%C3%A3o_CS_43_2012_-_Aprova_utiliza%C3%A7%C3%A3o_da_nota_do_resultado_Enem.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;23;2019;23/08/2019;"Altera a Resolução CS 132/2016 que autorizou a oferta
 do Curso Técnico em Agroindústria do Campus Santa
 Teresa, integrado ao Ensino Médio.";https://ifes.edu.br/images/stories/Res_CS_23_2019_-_Altera_a_oferta_do_CT_Agroind%C3%BAstria_do_Campus_Santa_Teresa_integrado_ao_Ensino_M%C3%A9dio.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
Reitoria;Resolução;24;2019;23/08/2019;Extinguir a oferta do Curso Técnico em Meio Ambiente do Campus Santa Teresa, eixo tecnológico Ambiente e Saúde, subsequente ao Ensino Médio.;https://ifes.edu.br/images/stories/Res_CS_24_2019_-_Extin%C3%A7%C3%A3o_da_oferta_do_C_T_em_Meio_Ambiente_do_Campus_Santa_Teresa_subsequente_ao_Ensino_M%C3%A9dio.pdf;III – Ensino Médio, Técnico e de Graduação;VIGENTE;PROEN;
